No,KoreanName,EnglishName,KCD,VCode,Support,UnmatchedReason
247,지방산대사장애,Disorders of fatty-acid metabolism,E71.3,V117,"의료비(급여부분), 간병비",no_conservative_match
245,"지적 발달 장애, X 연관 증후군 14 (UPF3B 유전자 관련)","Intellectual developmental disorder, X-linked syndromic 14(UPF3B gene related)",없음,V900,의료비(급여부분),no_conservative_match
244,지적발달장애 보통염색체 우성 23,"Intellectual developmental disorder, autosomal dominant 23",없음,V900,의료비(급여부분),no_conservative_match
243,지중해빈혈 소질,Thalassaemia trait,D56.3,V232,의료비(급여부분),no_conservative_match
242,지질단백질 라이페이스 결핍,Lipoprotein lipase deficiency,없음,V900,의료비(급여부분),no_conservative_match
240,진행성 가족성 간내 담즙정체,Progressive familial intrahepatic cholestasis,E80.6,V900,의료비(급여부분),name_code_conflict
238,진행성 전신경화증,Progressive systemic sclerosis,M34.0,V138,의료비(급여부분),no_conservative_match
237,진행성 패혈성 육아종증,Progressive septic granulomatosis,D71,V109,의료비(급여부분),no_conservative_match
236,진행성 핵상안근마비 [스틸-리차드슨-올스제위스키],Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski],G23.1,V190,의료비(급여부분),no_conservative_match
235,질식성 흉부형성이상[쥐느],Asphyxiating thoracic dysplasia[Jeune],Q77.2,V228,의료비(급여부분),no_conservative_match
234,짧은늑골증후군,Short rib syndrome,Q77.2,V228,의료비(급여부분),no_conservative_match
233,짧은사지체구를 동반한 면역결핍,Immunodeficiency with short-limbed stature,D82.2,V111,의료비(급여부분),no_conservative_match
232,척수(∼의) 다발경화증,Multiple sclerosis (of) cord,G35,V022,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
231,척수공동증 및 연수공동증,Syringomyelia and syringobulbia,G95.0,V172,의료비(급여부분),no_conservative_match
229,척추골단형성이상,Spondyloepiphyseal dysplasia,Q77.7,V228,의료비(급여부분),no_conservative_match
227,첨두다지유합증,Acrocephalopolysyndactyly,Q87.0,V185,의료비(급여부분),no_conservative_match
226,첨두유합지증,Acrocephalosyndactyly(Apert),Q87.0,V185,의료비(급여부분),no_conservative_match
224,"청력소실, 귀이상 혹은 발달지연이 동반되거나 동반되지 않는 선천성 신장 이상 및 요로 증후군(PBX1 관련)","Congenital anomalies of kidney and urinary tract syndrome with or without hearing loss, abnormal ears, or developmental delay(PBX1 related)",없음,V900,의료비(급여부분),no_conservative_match
223,체디아크(-스타인브링크)-히가시증후군,Chediak(-Steinbrinck)-Higashi syndrome,E70.3,V117,의료비(급여부분),no_conservative_match
222,체질성 무형성빈혈,Constitutional aplastic anaemia,D61.0,V023,의료비(급여부분),no_conservative_match
221,초점성 및 분절성 경화증을 동반한 신증후군,Nephrotic syndrome with focal and segmental sclerosis,N04.1,V263,의료비(급여부분),no_conservative_match
220,초점성 및 분절성 사구체병변을 동반한 신증후군,Nephrotic syndrome with focal and segmental glomerular lesions,N04.1,V263,의료비(급여부분),no_conservative_match
219,초점성 및 분절성 유리질증을 동반한 신증후군,Nephrotic syndrome with focal and segmental hyalinosis,N04.1,V263,의료비(급여부분),no_conservative_match
218,초점성 사구체신염을 동반한 신증후군,Nephrotic syndrome with focal glomerulonephritis,N04.1,V263,의료비(급여부분),no_conservative_match
217,초프라-아미엘-고든 증후군,Chopra-Amiel-Gordon syndrome,없음,V900,의료비(급여부분),no_specialty_membership
216,촙스 증후군,CHOPS syndrome,없음,V900,의료비(급여부분),no_primary_specialty
214,총방실관,Common atrioventricular canal,Q21.2,V269,의료비(급여부분),no_conservative_match
213,촤지 증후군,CHARGE syndrome,Q87.8,V267,의료비(급여부분),no_primary_specialty
212,최소변화병변을 동반한 신증후군,Nephrotic syndrome with minimal change lesion,N04.0,V263,의료비(급여부분),no_conservative_match
211,축삭 회전타원체 및 색소침착된 아교세포를 동반한 성인-발병 백질뇌병증(ALSP),Adult-onset leukoencephalopathy with axonal spheroids and pigmented glia (ALSP),없음,V900,의료비(급여부분),no_conservative_match
210,취약X증후군,Fragile X syndrome,Q99.2,V245,의료비(급여부분),no_primary_specialty
208,치사성 단신,Thanatophoric short stature,Q77.1,V228,의료비(급여부분),no_conservative_match
206,치상핵적핵담창구시상하핵 위축증,Dentatorubropallidoluysian atrophy (DRPLA),없음,V900,의료비(급여부분),no_conservative_match
205,칠턴-오쿠르-청 신경발달 증후군,Chilton-Okur-Chung neurodevelopmental syndrome,없음,V900,의료비(급여부분),no_conservative_match
204,카나반 병,Canavan’s disease,E75.2,V900,의료비(급여부분),no_conservative_match
203,카다실,"CADASIL, Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy",F01.1,V122,의료비(급여부분),no_conservative_match
202,카라실 증후군,CARASIL syndrome (Cerebral autosomal recessive arteriopathy with subcortical infarcts and leukoencephalopathy),없음,V900,의료비(급여부분),no_conservative_match
201,카무라티-엥겔만증후군,Camurati-Engelmann syndrome,Q78.3,V266,의료비(급여부분),no_conservative_match
200,카복실레이스피루브산염의 결핍,Deficiency of carboxylase pyruvate,E74.4,V117,의료비(급여부분),no_conservative_match
199,카사바흐-메리트 증후군,Kasabach-meritt syndrome,없음,V900,의료비(급여부분),no_conservative_match
197,카파경쇄결핍,Kappa light chain deficiency,D80.8,V111,의료비(급여부분),no_conservative_match
196,카펜터 증후군,Carpenter´s syndrome,Q87.0,V185,의료비(급여부분),no_conservative_match
195,칸투증후군,Cantú syndrome,없음,V900,의료비(급여부분),no_primary_specialty
194,캐치22(22염색체 미세결실) 증후군,CATCH22 syndrome,Q93.5,V217,의료비(급여부분),no_conservative_match
191,케이비지 증후군,KBG syndrome,없음,V900,의료비(급여부분),no_primary_specialty
190,코리병,Cori’s disease,E74.0,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비, 옥수수전분",no_conservative_match
189,코스텔로 증후군,Costello syndrome,없음,V900,의료비(급여부분),no_primary_specialty
188,코스트만병,Kostmann’s disease,D70,V108,의료비(급여부분),no_conservative_match
187,코오간증후군,Cogan’s syndrome,H16.3,V900,의료비(급여부분),no_conservative_match
185,코케인 증후군,Cockayne syndrome,Q87.1,V158,의료비(급여부분),no_primary_specialty
184,코핀-로우리 증후군,Coffin-Lowry syndrome,Q87.5,V900,의료비(급여부분),name_code_conflict
183,코핀-시리스 증후군,Coffin-Siris syndrome,없음,V900,의료비(급여부분),no_primary_specialty
182,코헨 증후군,Cohen syndrome,없음,V900,의료비(급여부분),no_primary_specialty
181,콜만증후군,Kallmann’s syndrome,E23.0,V165,의료비(급여부분),no_conservative_match
180,쿠울리빈혈,Cooley’s anaemia,D56.1,V232,의료비(급여부분),no_conservative_match
179,쿠프스병,Kufs’ disease,E75.4,V117,의료비(급여부분),no_conservative_match
178,쿨렌-드 브리스 증후군,Koolen-de Vries syndrome,Q87.8,V900,의료비(급여부분),no_primary_specialty
177,큐라리노 증후군,Currarino syndrome,없음,V900,의료비(급여부분),no_primary_specialty
176,크라베병,Krabbe’s disease,E75.2,V117,"의료비(급여부분), 간병비",no_conservative_match
175,크라이오피린 연관 주기 (발열) 증후군,Cryopyrin associated periodic (fever) syndrome,없음,V900,의료비(급여부분),no_conservative_match
174,크레스트증후군,CR(E)ST syndrome,M34.1,V138,의료비(급여부분),no_conservative_match
173,크로이츠펠트-야콥병,Creutzfeldt-Jakob disease,A81.0,V102,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기",no_conservative_match
172,크론카이드-카나다 증후군,Cronkhite-Canada syndrome,없음,V900,의료비(급여부분),no_primary_specialty
171,크루존병,Crouzon’s disease,Q75.1,V151,의료비(급여부분),no_conservative_match
169,큰뇌이랑증,Pachygyria,Q04.3,V214,의료비(급여부분),no_conservative_match
168,"클라인펠터증후군, 두 개 이상의 X염색체를 가진 남성","Klinefelter’s syndrome, male with more than two X chromosomes",Q98.1,V218,의료비(급여부분),no_conservative_match
167,"클라인펠터증후군, 핵형 46, XX를 가진 남성","Klinefelter’s syndrome, male with 46,XX karyotype",Q98.2,V218,의료비(급여부분),no_conservative_match
166,"클라인펠터증후군, 핵형 47, XXY","Klinefelter’s syndrome karyotype 47, XXY",Q98.0,V218,의료비(급여부분),no_conservative_match
165,클리펠-트레노우네이-베버 증후군,Klippel-Trénaunay-Weber syndrome,Q87.2,V243,의료비(급여부분),no_conservative_match
164,클리펠-파일증후군,Klippel-Feil syndrome,Q76.1,V900,의료비(급여부분),no_conservative_match
162,타루이병,Tarui’s disease,E74.0,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
160,타이로신대사장애,Disorders of tyrosine metabolism,E70.2,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥",no_conservative_match
159,타이로신증,Tyrosinosis,E70.2,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥",no_conservative_match
158,타이로신혈증,Tyrosinaemia,E70.2,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥",no_conservative_match
156,탈수소효소피루브산염의 결핍,Deficiency of dehydrogenase pyruvate,E74.4,V117,의료비(급여부분),no_conservative_match
155,태아헤모글로빈의 유전적 존속,Hereditary persistence of fetal haemoglobin [HPFH],D56.4,V232,의료비(급여부분),no_conservative_match
154,터프팅장증,Tufting enteropathy (Intestinal epithelial dysplasia),없음,V900,의료비(급여부분),no_conservative_match
153,"털손발톱치아형성이상 1,3형",Trichorhinophalangeal syndrome type I & III,없음,V900,의료비(급여부분),no_conservative_match
151,템플 증후군,Temple syndrome,없음,V900,의료비(급여부분),no_primary_specialty
150,"퇴행, 이상 운동, 언어 상실과 발작을 동반한 신경발달장애","Neurodevevelopmental disorder with regression, abnormal movements, loss of speech, and seizures",없음,V900,의료비(급여부분),no_conservative_match
149,튜블린병증,Tubulinopathies,없음,V900,의료비(급여부분),no_conservative_match
147,트레처-콜린스 증후군,Treacher Collins syndrome,Q75.4,V182,의료비(급여부분),no_primary_specialty
146,트립토판대사장애,Disorder of tryptophan metabolism,E70.8,V117,의료비(급여부분),name_code_conflict
145,특발성 무형성빈혈,Idiopathic aplastic anaemia,D61.3,V023,의료비(급여부분),no_conservative_match
144,특발성 비특이성 간질성 폐렴,Idiopathic nonspecific interstitial pneumonia,J84.8,V900,의료비(급여부분),no_conservative_match
143,특발성 파킨슨증 또는 파킨슨병,Idiopathic Parkinsonism or Parkinson’s disease,G20,V124,의료비(급여부분),no_conservative_match
142,특발성 폐 헤모시데린증,Idiopathic pulmonary hemosiderosis,E83.1,V900,의료비(급여부분),name_code_conflict
139,파르병,Fahr’s Disease,G23.8,V900,의료비(급여부분),no_conservative_match
137,파브리(-앤더슨)병,Fabry’s(-Anderson) disease,E75.2,V117,의료비(급여부분),no_conservative_match
136,파종성(∼의) 다발경화증,Multiple sclerosis (of) disseminated,G35,V022,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
135,파킨슨병,Parkinson’s disease,G20,V124,의료비(급여부분),no_conservative_match
134,파킨슨증 또는 파킨슨병 NOS,Parkinsonism or Parkinson’s disease NOS,G20,V124,의료비(급여부분),no_conservative_match
132,판코니(-드토니)(-드브레)증후군,Fanconi(-de Toni)(-Debré)syndrome,E72.0,V117,의료비(급여부분),no_conservative_match
131,판코니빈혈,Fanconi’s anaemia,D61.0,V023,의료비(급여부분),no_conservative_match
128,팰리스터-홀 증후군,Pallister-Hall syndrome,없음,V900,의료비(급여부분),no_primary_specialty
127,페닐알라닐 t-RNA 합성효소 결핍증,Phenylalanyl t-RNA synthetase deficiency,없음,V900,의료비(급여부분),no_conservative_match
126,페르헤이 증후군,Verheij syndrome,없음,V900,의료비(급여부분),no_conservative_match
125,페인골드 증후군 유형 1,Feingold syndrome type 1,없음,V900,의료비(급여부분),no_primary_specialty
124,펠란-맥더미드 증후군(22장완 13.3 결손 증후군),Phelan-McDermid syndrome(22q13.3 deletion syndrome),Q87.8,V900,의료비(급여부분),no_conservative_match
122,편측파킨슨증,Hemiparkinsonism,G20,V124,의료비(급여부분),no_conservative_match
121,폐동맥 슬링,Pulmonary artery sling,Q25.7,V900,의료비(급여부분),no_conservative_match
120,"폐동맥 협착 또는 폐쇄, 대동맥의 우측위치 및 우심실비대를 동반한 심실중격결손","Ventricular septal defect with pulmonary stenosis or atresia, dextroposition of aorta and hypertrophy of right ventricle",Q21.3,V269,의료비(급여부분),no_conservative_match
119,폐동맥의 폐쇄,Atresia of pulmonary artery,Q25.5,V149,의료비(급여부분),no_conservative_match
118,폐동맥판폐쇄,Pulmonary valve atresia,Q22.0,V145,의료비(급여부분),no_conservative_match
116,폐색혈전혈관염[버거병],Thromboangiitis obliterans[Buerger],I73.1,V129,의료비(급여부분),no_conservative_match
114,폐의 사르코이드증,Sarcoidosis of lung,D86.0,V111,의료비(급여부분),no_conservative_match
113,폐정맥의 부정렬을 동반한 폐포 모세혈관 형성이상,Alveolar capillary dysplasia with misalignment of pulmonary veins[ACD/MPV],없음,V900,의료비(급여부분),no_conservative_match
112,폐증상을 동반한 낭성 섬유증,Cystic fibrosis with pulmonary manifestations,E84.0,V120,의료비(급여부분),no_conservative_match
111,폐침범 동반 전신홍반루푸스,Systemic lupus erythematosus with lung involvement,M32.1,V136,의료비(급여부분),no_conservative_match
110,폐침범을 동반한 다발동맥염[처그-스트라우스],Polyarteritis with lung involvement [Churg- Strauss],M30.1,V134,의료비(급여부분),no_conservative_match
109,폐침범을 동반한 전신경화증,Systemic sclerosis with lung involvement,M34.8,V138,의료비(급여부분),no_conservative_match
108,폐침범을(를) 동반한 쉐그렌증후군,Sjogren’s syndrome with lung involvement,M35.0,V139,의료비(급여부분),no_conservative_match
107,폐포단백질증,Alveolar proteinosis,J84.0,V222,의료비(급여부분),no_conservative_match
106,포도당 수송자 1 결핍증,"Glucose transporter type1, GLUT1 deficiency",G93.4,V900,의료비(급여부분),no_conservative_match
105,포도당-6-인산탈수소효소결핍에 의한 빈혈,Anaemia due to glucose-6- phosphate dehydrogenase [G6PD] deficiency,D55.0,V163,의료비(급여부분),no_conservative_match
104,포도막귀밑샘열,Uveoparotid fever[Heerfordt],D86.8,V111,의료비(급여부분),no_conservative_match
102,포르피린증 NOS,Porphyria NOS,E80.2,V118,의료비(급여부분),no_conservative_match
101,포스포에놀피루브산염카르복시카이네이스의 결핍,Deficiency of phosphoenolpyruvate carboxykinase,E74.4,V117,의료비(급여부분),no_conservative_match
97,폰기에르케병,von Gierke’s disease,E74.0,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비, 옥수수전분",no_conservative_match
96,폰렉클링하우젠병,Von Recklinghausen’s disease,Q85.0,V156,의료비(급여부분),no_conservative_match
95,폰빌레브란트병,Von Willebrand’s disease,D68.0,V009,의료비(급여부분),no_conservative_match
94,폴란드증후군,Poland’s syndrome,Q79.8,V155,의료비(급여부분),no_conservative_match
93,폼페병,Pompe’s disease,E74.0,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
89,푹스디스트로피,Fuchs dystrophy,H18.5,V307,의료비(급여부분),no_conservative_match
88,퓨린뉴클레오사이드인산화효소결핍,Purine nucleoside phosphorylase[PNP] deficiency,D81.5,V111,의료비(급여부분),no_conservative_match
87,프라더-윌리 증후군,Prader-Willi syndrome,Q87.1,V158,의료비(급여부분),no_primary_specialty
86,프란체스쉐티 증후군,Franceschetti syndrome,Q75.4,V182,의료비(급여부분),no_conservative_match
85,프레이저 증후군,Fraser’s syndrome,Q87.0,V900,의료비(급여부분),no_conservative_match
82,프로피온산혈증,Propionic acidaemia,E71.1,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥",no_conservative_match
79,피루브산염대사 및 포도당신합성 장애,Disorders of pyruvate metabolism and gluco- neogenesis,E74.4,V117,의료비(급여부분),no_conservative_match
78,피루브산염카이네이스결핍빈혈,Pyruvate kinase[PK] deficiency anaemia,D55.2,V164,의료비(급여부분),no_conservative_match
77,피부의 사르코이드증,Sarcoidosis of skin,D86.3,V111,의료비(급여부분),no_conservative_match
76,피서르스-보드머 증후군,Vissers-Bodmer syndrome,없음,V900,의료비(급여부분),no_conservative_match
69,필레증후군,Pyle’s syndrome,Q78.5,V215,의료비(급여부분),no_conservative_match
67,하악안면골이골증,Mandibulofacial dysostosis,Q75.4,V182,의료비(급여부분),no_primary_specialty
66,하이드록시라이신혈증,Hydroxylysinaemia,E72.3,V117,의료비(급여부분),no_conservative_match
65,하쥬-체니 증후군,Hadju-Cheney syndrome,없음,V900,의료비(급여부분),no_conservative_match
64,하트넙병,Hartnup’s disease,E72.0,V117,의료비(급여부분),no_conservative_match
63,한랭글로불린혈증성 혈관염,Cryoglobulinaemic vasculitis,D89.1,V294,의료비(급여부분),no_conservative_match
62,할러포르덴-스파츠병,Hallervorden-Spatz disease,G23.0,V257,의료비(급여부분),no_conservative_match
61,할리퀸태아,Harlequin fetus,Q80.4,V300,의료비(급여부분),no_conservative_match
59,항체결손이 현저한 기타 면역결핍,Other immunodeficiencies with predominantly antibody defects,D80.8,V111,의료비(급여부분),no_conservative_match
58,항트롬빈결핍,Antithrombin deficiency,D68.5,V900,의료비(급여부분),no_conservative_match
57,해당효소의 장애에 의한 빈혈,Anaemia due to disorders of glycolytic enzymes,D55.2,V164,의료비(급여부분),no_conservative_match
56,"핵형45, X","Karyotype 45, X",Q96.0,V021,의료비(급여부분),no_conservative_match
55,"핵형46, X동인자(Xq)","Karyotype 46, X iso(Xq)",Q96.1,V021,의료비(급여부분),no_conservative_match
53,헌터-맥칼파인 증후군,Hunter-McAlpine syndrome,없음,V900,의료비(급여부분),no_specialty_membership
52,헌터증후군,Hunter’s syndrome,E76.1,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
51,헌팅톤무도병,Huntington’s chorea,G10,V123,의료비(급여부분),no_conservative_match
50,헌팅톤병,Huntington’s disease,G10,V123,의료비(급여부분),no_conservative_match
47,헤르만스키-푸들라크증후군,Hermansky-Pudlak syndrome,E70.3,V117,의료비(급여부분),no_primary_specialty
46,헤를리츠증후군,Herlitz’ syndrome,Q81.1,V184,의료비(급여부분),no_conservative_match
45,헤모글로빈 사우샘프턴(헤모글로빈 캐스퍼),Hemoglobin Southampton (Hemoglobin Casper),없음,V900,의료비(급여부분),no_conservative_match
44,헤이-웰스증후군 (안검유착-외배엽 결손),Hay-Wells syndrome (Ankyloblepharon-ectodermal defects),Q82.4,V900,의료비(급여부분),no_conservative_match
43,헤임러 증후군,Heimler syndrome,없음,V900,의료비(급여부분),no_primary_specialty
42,헥소카이네이스결핍빈혈,Hexokinase deficiency anaemia,D55.2,V164,의료비(급여부분),no_conservative_match
40,현저한 면역조절T-세포장애에 의한 공통 가변성 면역결핍,Common variable immunodeficiency with predominant immunoregulatory T-cell disorders,D83.1,V111,의료비(급여부분),no_conservative_match
39,혈관결손이 있는 제8인자결핍,Factor Ⅷ deficiency with vascular defect,D68.0,V009,의료비(급여부분),no_conservative_match
38,혈관혈우병(Angiohaemophilia),Angiohaemophilia,D68.0,V009,의료비(급여부분),no_conservative_match
37,혈관혈우병(Vascular haemophilia),Vascular haemophilia,D68.0,V009,의료비(급여부분),no_conservative_match
36,혈구탐식성 림프조직구증,Haemophagocytic lymphohistiocytosis,D76.1,V110,의료비(급여부분),no_conservative_match
35,혈색소증,Haemochromatosis,E83.1,V255,의료비(급여부분),no_conservative_match
34,혈소판감소 및 습진을 동반한 면역결핍,Immunodeficiency with thrombocytopenia and eczema,D82.0,V111,의료비(급여부분),no_conservative_match
33,혈소판무력증(출혈성)(유전성),Thromboasthenia (haemorrhagic)(hereditary),D69.1,V106,의료비(급여부분),no_conservative_match
32,혈소판병증,Thrombocytopathy,D69.1,V106,의료비(급여부분),no_conservative_match
31,혈우병 NOS,Haemophilia NOS,D66,V009,의료비(급여부분),no_conservative_match
30,혈장트롬보플라스틴성분결핍,Plasma thromboplastin component[PTC] deficiency,D67,V009,의료비(급여부분),no_conservative_match
29,혈장트롬보플라스틴전구물질결핍,Plasma thromboplastin antecedent [PTA] deficiency,D68.1,V009,의료비(급여부분),no_conservative_match
28,혈전성 미세혈관병증,Thrombotic microangiopathy,M31.1,V135,의료비(급여부분),name_code_conflict
27,혈전성 혈소판감소성 자반,Thrombotic thrombocytopenic purpura,M31.1,V135,의료비(급여부분),no_primary_specialty
24,호모시스틴뇨,Homocystinuria,E72.1,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥",no_conservative_match
23,호중구감소 NOS,Neutropenia NOS,D70,V108,의료비(급여부분),no_conservative_match
22,호중구감소성 비장비대,Neutropenic splenomegaly,D70,V108,의료비(급여부분),no_conservative_match
20,홀트-오람 증후군,Holt-Oram syndrome,Q87.2,V243,의료비(급여부분),no_primary_specialty
18,화버증후군,Farber’s syndrome,E75.2,V117,의료비(급여부분),no_conservative_match
16,확대된 전정수도관 증후군,Enlarged vestibular aqueduct syndrome,없음,V900,의료비(급여부분),no_conservative_match
15,활동성 구루병,"Rickets, active",E55.0,V207,의료비(급여부분),no_conservative_match
13,활택뇌증,Lissencephaly,Q04.3,V900,의료비(급여부분),name_code_conflict
12,횡격막 탈출,Eventration of diaphragm,Q79.1,V155,의료비(급여부분),no_conservative_match
11,횡격막결여,Absence of diaphragm,Q79.1,V155,의료비(급여부분),no_conservative_match
10,횡격막의 기타 선천기형,Other congenital malformations of diaphragm,Q79.1,V155,의료비(급여부분),no_conservative_match
9,횡격막의 선천기형 NOS,Congenital malformation of diaphragm NOS,Q79.1,V155,의료비(급여부분),no_conservative_match
8,효소결핍과 관련된 선천성 부신생식기장애,Congenital adrenogenital disorders associated with enzyme deficiency,E25.0,V115,의료비(급여부분),no_conservative_match
7,"후두와, 혈관종, 동맥병변, 심혈관, 눈 증후군[PHACE 증후군]","Posterior fossa, hemangioma, arterial lesion, cardiovascular, eye syndrome[PHACE syndrome]",없음,V900,의료비(급여부분),no_conservative_match
5,휘파람부는 얼굴,Whistling face,Q87.0,V185,의료비(급여부분),no_conservative_match
4,흉선성 림프조직무형성,Thymic alymphoplasia,D82.1,V111,의료비(급여부분),no_conservative_match
2,히스티딘대사장애,Disorder of histidine metabolism,E70.8,V117,의료비(급여부분),name_code_conflict
1,힘줄의 결여,Absence of tendon,Q79.8,V155,의료비(급여부분),no_conservative_match
